,Date / Time,City,State,Shape,Shape,views
71037,2/10/16 05:15,Geyserville,CA,Circle,Circle,9315
71038,2/10/16 05:15,Ione,OR,Triangle,Triangle,8330
71039,2/10/16 05:15,Newport,OR,Other,Other,5932
71040,2/10/16 05:15,Gresham,OR,Light,Light,18879
71041,2/10/16 05:15,Lebanon,OR,Circle,Circle,9315
71042,2/10/16 05:00,Oakridge,OR,Other,Other,5932
71043,2/10/16 05:00,Ashland,OR,Triangle,Triangle,8330
71044,2/10/16 05:00,Idanha,OR,Other,Other,5932
71045,2/10/16 03:45,Kingsburg,CA,Light,Light,18879
71046,2/10/16 01:20,New Britain,CT,Formation,Formation,2864
71047,2/9/16 22:00,Alexandria,LA,Fireball,Fireball,7536
71048,2/9/16 21:15,Fredonia,PA,Light,Light,18879
71049,2/9/16 21:15,Paradise Valley,AZ,Light,Light,18879
71050,2/9/16 21:00,Laredo,TX,Sphere,Sphere,5884
71051,2/9/16 20:15,Perris,CA,Triangle,Triangle,8330
71052,2/9/16 19:00,Boise,ID,Cylinder,Cylinder,1370
71053,2/9/16 15:30,Oklahoma City,OK,Circle,Circle,9315
71054,2/9/16 14:30,Tulsa,OK,Disk,Disk,4300
71055,2/9/16 08:00,White Sulphur Springs,MT,Other,Other,5932
71056,2/9/16 07:10,Clackamas,OR,Diamond,Diamond,1313
71057,2/9/16 05:00,Perrine,FL,Rectangle,Rectangle,1436
71058,2/9/16 04:40,Lancaster,SC,Triangle,Triangle,8330
71059,2/8/16 22:00,Prescott,AZ,Other,Other,5932
71060,2/8/16 22:00,Gainesville,GA,Light,Light,18879
71061,2/8/16 21:00,Allentown,PA,Sphere,Sphere,5884
71062,2/8/16 20:15,Eagle River,AK,Cigar,Cigar,1896
71063,2/8/16 19:35,Missoula,MT,Other,Other,5932
71064,2/8/16 19:00,York,ME,Other,Other,5932
71065,2/8/16 19:00,Santa Cruz,CA,Triangle,Triangle,8330
71066,2/8/16 18:50,Mill Creek,WA,Triangle,Triangle,8330
71067,2/8/16 18:30,"Washington, D.C. & Baltimore (between; on I-295)",MD,Triangle,Triangle,8330
71068,2/8/16 17:00,Hermosa Beach,CA,Light,Light,18879
71069,2/8/16 13:00,West Palm Beach,FL,Other,Other,5932
71070,2/8/16 03:00,Graham,NC,Light,Light,18879
71071,2/7/16 22:00,Alamogordo,NM,Sphere,Sphere,5884
71072,2/7/16 21:00,Dewey,AZ,Chevron,Chevron,1041
71073,2/7/16 19:40,Antelope,CA,Triangle,Triangle,8330
71074,2/7/16 15:30,Miami,FL,Disk,Disk,4300
71075,2/7/16 11:50,Palm Beach Gardens,FL,Other,Other,5932
71076,2/7/16 07:00,Los Ranchos de Albuquerque,NM,Triangle,Triangle,8330
71077,2/7/16 06:00,Pataskala,OH,Circle,Circle,9315
71078,2/7/16 05:52,Culpeper,VA,Sphere,Sphere,5884
71079,2/6/16 22:00,Spring Hill,TN,Circle,Circle,9315
71080,2/6/16 21:30,Akron,OH,Light,Light,18879
71081,2/6/16 21:20,Temecula,CA,Triangle,Triangle,8330
71082,2/6/16 20:40,Gainesville,VA,Light,Light,18879
71083,2/6/16 19:41,Anchorage,AK,Circle,Circle,9315
71084,2/6/16 19:35,Aurora,CO,Fireball,Fireball,7536
71085,2/6/16 19:15,Fenton,MO,Light,Light,18879
71086,2/6/16 19:00,Claysburg,PA,Light,Light,18879
71087,2/6/16 18:45,Camp Lake,WI,Light,Light,18879
71088,2/6/16 18:40,Petaluma,CA,Circle,Circle,9315
71089,2/6/16 13:07,Brian Head,UT,Circle,Circle,9315
71090,2/6/16 07:06,Pekin,IL,Circle,Circle,9315
71091,2/6/16 06:30,Winston-Salem,NC,Circle,Circle,9315
71092,2/6/16 05:35,North Canton,OH,Oval,Oval,3862
71093,2/6/16 01:45,Chicago,IL,Fireball,Fireball,7536
71094,2/5/16 22:40,Littleton,CO,Circle,Circle,9315
71095,2/5/16 20:35,Colorado Springs,CO,Disk,Disk,4300
71096,2/5/16 20:30,Everett,WA,Formation,Formation,2864
71097,2/5/16 20:30,Costa Mesa,CA,Circle,Circle,9315
71098,2/5/16 20:20,Staten Island,NY,Light,Light,18879
71099,2/5/16 20:15,Carefree,AZ,Oval,Oval,3862
71100,2/5/16 20:10,Cheektowaga,NY,Rectangle,Rectangle,1436
71101,2/5/16 20:00,Shawnee,KS,Light,Light,18879
71102,2/5/16 20:00,South Barrington,IL,Circle,Circle,9315
71103,2/5/16 19:49,Austin,TX,Fireball,Fireball,7536
71104,2/5/16 19:30,Goodyear,AZ,Light,Light,18879
71105,2/5/16 19:00,Doylestown,PA,Formation,Formation,2864
71106,2/5/16 19:00,Durham,NC,Formation,Formation,2864
71107,2/5/16 19:00,Springfield,IL,Sphere,Sphere,5884
71108,2/5/16 18:58,Durham,NC,Light,Light,18879
71109,2/5/16 18:30,Seattle,WA,Triangle,Triangle,8330
71110,2/5/16 17:20,Milwaukee,WI,Triangle,Triangle,8330
71111,2/4/16 23:00,Colorado Springs,CO,Disk,Disk,4300
71112,2/4/16 21:00,Estes Park,CO,Oval,Oval,3862
71113,2/4/16 20:30,Bradenton,FL,Oval,Oval,3862
71114,2/4/16 20:07,Medina,OH,Light,Light,18879
71115,2/4/16 19:30,Tucson,AZ,Sphere,Sphere,5884
71116,2/4/16 18:46,Roseburg,OR,Circle,Circle,9315
71117,2/4/16 18:40,Tucson,AZ,Sphere,Sphere,5884
71118,2/4/16 18:15,Woodland Hills,CA,Circle,Circle,9315
71119,2/4/16 13:00,New London,MN,Circle,Circle,9315
71120,2/4/16 06:30,Goodyear,AZ,Cigar,Cigar,1896
71121,2/4/16 01:50,Fresno,CA,Other,Other,5932
71122,2/3/16 22:00,Mobile,AL,Oval,Oval,3862
71123,2/3/16 22:00,Waretown,NJ,Disk,Disk,4300
71124,2/3/16 19:00,Fife,WA,Flash,Flash,1684
71125,2/3/16 17:05,Austin,TX,Light,Light,18879
71126,2/3/16 05:28,Lupton City,TN,Circle,Circle,9315
71127,2/3/16 04:21,Kingston,MA,Fireball,Fireball,7536
71128,2/3/16 02:10,Roseburg,OR,Fireball,Fireball,7536
71129,2/2/16 20:15,North Port,FL,Circle,Circle,9315
71130,2/2/16 20:15,Boise,ID,Light,Light,18879
71131,2/2/16 19:00,Toms River,NJ,Other,Other,5932
71132,2/2/16 18:50,Rio Rancho,NM,Light,Light,18879
71133,2/2/16 18:30,Lake Ozark,MO,Circle,Circle,9315
71134,2/2/16 18:00,Baltimore,MD,Triangle,Triangle,8330
71135,2/2/16 15:00,Raleigh,NC,Sphere,Sphere,5884
71136,2/2/16 13:00,West Orange,NJ,Light,Light,18879
71137,2/2/16 05:00,Atlantic City,NJ,Circle,Circle,9315
71138,2/2/16 01:15,Boise,ID,Triangle,Triangle,8330
71139,2/1/16 22:00,Los Angeles,CA,Circle,Circle,9315
71140,2/1/16 22:00,Granite Bay,CA,Other,Other,5932
71141,2/1/16 22:00,Sebastopol,CA,Light,Light,18879
71142,2/1/16 21:55,Charleston,SC,Sphere,Sphere,5884
71143,2/1/16 21:42,Rochester,NY,Light,Light,18879
71144,2/1/16 19:30,Port Orange,FL,Fireball,Fireball,7536
71145,2/1/16 18:30,Sun Prairie,WI,Light,Light,18879
71146,2/1/16 18:30,Milwaukee,WI,Fireball,Fireball,7536
71147,2/1/16 18:25,Lombard,IL,Disk,Disk,4300
71148,2/1/16 11:58,Kearns,UT,Changing,Changing,2275
71149,2/1/16 08:45,South Windsor,CT,Sphere,Sphere,5884
71150,2/1/16 06:38,Lupton City,TN,Disk,Disk,4300
71151,2/1/16 00:00,Paradise Valley,AZ,Disk,Disk,4300
71152,3/31/16 23:30,St. Helens,OR,Formation,Formation,2864
71153,3/31/16 22:05,Shasta Lake,CA,Fireball,Fireball,7536
71154,3/31/16 22:02,Arlington,TX,Oval,Oval,3862
71155,3/31/16 20:30,Rehoboth Beach,DE,Oval,Oval,3862
71156,3/31/16 17:30,Ft. Lauderdale,FL,Light,Light,18879
71157,3/31/16 04:00,San Diego,CA,Cylinder,Cylinder,1370
71158,3/31/16 03:00,Chapmanville,WV,Diamond,Diamond,1313
71159,3/31/16 02:00,Portland,OR,Light,Light,18879
71160,3/31/16 00:21,Redmond,OR,Light,Light,18879
71161,3/30/16 00:00,Burien,WA,Disk,Disk,4300
71162,3/30/16 23:00,Phoenix,AZ,Changing,Changing,2275
71163,3/30/16 21:00,Columbus,GA,Other,Other,5932
71164,3/30/16 20:45,Bushkill,PA,Diamond,Diamond,1313
71165,3/30/16 13:30,Sacramento,CA,Sphere,Sphere,5884
71166,3/30/16 07:55,New York City (Queens),NY,Oval,Oval,3862
71167,3/30/16 05:00,Surprise,AZ,Other,Other,5932
71168,3/30/16 00:30,Maywood,CA,Circle,Circle,9315
71169,3/30/16 00:00,Corydon,IN,Triangle,Triangle,8330
71170,3/30/16 00:00,High Point,NC,Disk,Disk,4300
71171,3/30/16,Winston-Salem,NC,Fireball,Fireball,7536
71172,3/29/16 23:01,Irondequoit,NY,Circle,Circle,9315
71173,3/29/16 22:15,Myrtle Beach,SC,Circle,Circle,9315
71174,3/29/16 20:51,Shelton,WA,Light,Light,18879
71175,3/29/16 20:25,Verona,WI,Triangle,Triangle,8330
71176,3/29/16 20:14,Auburn,NY,Triangle,Triangle,8330
71177,3/29/16 20:00,Windham,NH,Triangle,Triangle,8330
71178,3/29/16 19:39,Crestline,CA,Disk,Disk,4300
71179,3/29/16 19:00,Dedham,MA,Formation,Formation,2864
71180,3/29/16 17:00,Surprise,AZ,Disk,Disk,4300
71181,3/29/16 15:30,Aurora,CO,Triangle,Triangle,8330
71182,3/29/16 14:30,Denver Metro,CO,Light,Light,18879
71183,3/29/16 06:45,Royal Palm Beach,FL,Flash,Flash,1684
71184,3/29/16 06:40,Boca Raton,FL,Fireball,Fireball,7536
71185,3/29/16 06:25,Port Saint Lucie,FL,Sphere,Sphere,5884
71186,3/29/16 02:00,St. Paul,MN,Triangle,Triangle,8330
71187,3/28/16 23:45,Hamden,CT,Flash,Flash,1684
71188,3/28/16 22:00,North Myrtle Beach,SC,Cigar,Cigar,1896
71189,3/28/16 21:30,Monroe,NC,Other,Other,5932
71190,3/28/16 21:05,Mt. Juliet,TN,Flash,Flash,1684
71191,3/28/16 21:00,Rochester,IL,Fireball,Fireball,7536
71192,3/28/16 20:45,Wentzvillle,MO,Light,Light,18879
71193,3/28/16 19:49,Stafford,VA,Circle,Circle,9315
71194,3/28/16 12:30,Tucson,AZ,Light,Light,18879
71195,3/28/16 06:30,Glenwood Springs,CO,Disk,Disk,4300
71196,3/28/16 04:25,Lakside,MT,Fireball,Fireball,7536
71197,3/28/16 00:15,Paradise,CA,Flash,Flash,1684
71198,3/27/16 21:32,Gum Springs,AR,Light,Light,18879
71199,3/27/16 21:00,Epping,NH,Cylinder,Cylinder,1370
71200,3/27/16 20:50,Santa Maria,CA,Disk,Disk,4300
71201,3/27/16 20:45,Bakersfield,CA,Fireball,Fireball,7536
71202,3/27/16 20:30,Naples,FL,Circle,Circle,9315
71203,3/27/16 18:00,Lubbock,TX,Rectangle,Rectangle,1436
71204,3/27/16 17:00,Los Angeles,CA,Sphere,Sphere,5884
71205,3/26/16 23:40,Oklahoma City,OK,Sphere,Sphere,5884
71206,3/26/16 23:30,Pelican,AK,Sphere,Sphere,5884
71207,3/26/16 23:15,Cedaredge,CO,Flash,Flash,1684
71208,3/26/16 22:30,Glenview,IL,Light,Light,18879
71209,3/26/16 22:30,Sequim,WA,Fireball,Fireball,7536
71210,3/26/16 22:30,El Paso,TX,Triangle,Triangle,8330
71211,3/26/16 21:55,Riverside,CA,Light,Light,18879
71212,3/26/16 21:55,White Plains,MD,Light,Light,18879
71213,3/26/16 21:20,New Lexington,OH,Disk,Disk,4300
71214,3/26/16 20:30,Baltimore,MD,Oval,Oval,3862
71215,3/26/16 20:15,Sarasota,FL,Circle,Circle,9315
71216,3/26/16 20:15,Pembroke Pines,FL,Fireball,Fireball,7536
71217,3/26/16 18:30,Globe,AZ,Rectangle,Rectangle,1436
71218,3/26/16 18:00,North Hollywood,CA,Light,Light,18879
71219,3/26/16 15:30,York,PA,Circle,Circle,9315
71220,3/26/16 14:30,Fort Collins,CO,Triangle,Triangle,8330
71221,3/25/16 23:00,Bridgton,ME,Circle,Circle,9315
71222,3/25/16 22:00,Acworth,GA,Circle,Circle,9315
71223,3/25/16 22:00,Reseda,CA,Triangle,Triangle,8330
71224,3/25/16 22:00,Kirkland/Kenmore,WA,Sphere,Sphere,5884
71225,3/25/16 21:00,Bainbridge Island,WA,Light,Light,18879
71226,3/25/16 20:00,Milwaukie,OR,Triangle,Triangle,8330
71227,3/25/16 19:30,Paragould,AR,Other,Other,5932
71228,3/25/16 17:30,Fairbanks,AK,Sphere,Sphere,5884
71229,3/25/16 15:00,Mojave,CA,Other,Other,5932
71230,3/25/16 14:00,Gouldsboro,PA,Triangle,Triangle,8330
71231,3/25/16 04:38,Jackson,KY,Triangle,Triangle,8330
71232,3/25/16 03:45,Lakewood,NJ,Triangle,Triangle,8330
71233,3/25/16 02:00,Albuquerque,NM,Triangle,Triangle,8330
71234,3/24/16 22:50,Chester,VA,Disk,Disk,4300
71235,3/24/16 21:30,Lorenzo,TX,Light,Light,18879
71236,3/24/16 21:10,Gainesville,FL,Flash,Flash,1684
71237,3/23/16 23:00,Meadow Creek,KY,Sphere,Sphere,5884
71238,3/23/16 22:00,North Haven,CT,Changing,Changing,2275
71239,3/23/16 21:58,Pawleys Island,SC,Light,Light,18879
71240,3/23/16 21:20,Stratham,NH,Rectangle,Rectangle,1436
71241,3/23/16 21:10,Jacksonville,FL,Fireball,Fireball,7536
71242,3/23/16 21:00,Fairbanks,AK,Triangle,Triangle,8330
71243,3/23/16 21:00,Eugene,OR,Triangle,Triangle,8330
71244,3/23/16 20:40,Largo,FL,Light,Light,18879
71245,3/23/16 00:15,Voorhees,NJ,Diamond,Diamond,1313
71246,3/22/16 22:53,Poinciana,FL,Triangle,Triangle,8330
71247,3/22/16 22:20,Ocean Isle Beach,NC,Light,Light,18879
71248,3/22/16 21:29,Philadelphia,PA,Other,Other,5932
71249,3/22/16 21:00,Kelso,WA,Fireball,Fireball,7536
71250,3/22/16 08:43,New Port Richey,FL,Oval,Oval,3862
71251,3/22/16 03:45,Byrdstown,TN,Disk,Disk,4300
71252,3/22/16 03:15,Baltimore,MD,Oval,Oval,3862
71253,3/22/16 00:00,Bloomington,IL,Disk,Disk,4300
71254,3/22/16 00:00,Placheville,LA,Rectangle,Rectangle,1436
71255,3/21/16 23:55,Westminster,MD,Circle,Circle,9315
71256,3/21/16 23:15,Hampton,VA,Sphere,Sphere,5884
71257,3/21/16 21:45,New York City (Queens),NY,Light,Light,18879
71258,3/21/16 21:30,Des Plaines,IL,Fireball,Fireball,7536
71259,3/21/16 21:26,Denver,CO,Circle,Circle,9315
71260,3/21/16 20:45,West Grove,PA,Circle,Circle,9315
71261,3/21/16 13:00,Albuquerque,NM,Sphere,Sphere,5884
71262,3/21/16 03:18,Highland,IN,Other,Other,5932
71263,3/21/16 02:08,Bowling Green,KY,Light,Light,18879
71264,3/21/16 00:00,Wylie and Rowlett,TX,Fireball,Fireball,7536
71265,3/20/16 20:00,West Grove,PA,Fireball,Fireball,7536
71266,3/20/16 19:30,Canton,MI,Light,Light,18879
71267,3/20/16 11:45,Denver,CO,Cigar,Cigar,1896
71268,3/20/16 11:30,Cincinnati,OH,Light,Light,18879
71269,3/20/16 05:30,Elbert,CO,Other,Other,5932
71270,3/20/16 01:26,Albuquerque,NM,Light,Light,18879
71271,3/20/16 00:00,Santa Cruz,CA,Fireball,Fireball,7536
71272,3/19/16 21:00,Lafayette,LA,Oval,Oval,3862
71273,3/19/16 20:13,Albany,OR,Triangle,Triangle,8330
71274,3/19/16 19:45,New York City (Bronx),NY,Formation,Formation,2864
71275,3/19/16 13:00,Sacramento,CA,Other,Other,5932
71276,3/19/16 06:30,Colorado Springs,CO,Changing,Changing,2275
71277,3/19/16 01:30,Cody,WY,Other,Other,5932
71278,3/18/16 23:45,Lincoln,NE,Triangle,Triangle,8330
71279,3/18/16 23:05,Spokane Valley,WA,Circle,Circle,9315
71280,3/18/16 22:25,Castro Valley,CA,Triangle,Triangle,8330
71281,3/18/16 21:45,Sutherlin,OR,Circle,Circle,9315
71282,3/18/16 21:35,Grants Pass,OR,Sphere,Sphere,5884
71283,3/18/16 21:00,Eau Gallie,FL,Fireball,Fireball,7536
71284,3/18/16 21:00,Barefoot Bay,FL,Fireball,Fireball,7536
71285,3/18/16 20:30,Felton,DE,Circle,Circle,9315
71286,3/18/16 20:20,Mesa,AZ,Triangle,Triangle,8330
71287,3/18/16 20:00,Port St. Lucie,FL,Fireball,Fireball,7536
71288,3/18/16 18:00,Independence,MO,Light,Light,18879
71289,3/18/16 17:00,Indian Trail,NC,Flash,Flash,1684
71290,3/18/16 17:00,Sinking Spring,PA,Disk,Disk,4300
71291,3/18/16 16:40,Ludlow,MA,Sphere,Sphere,5884
71292,3/18/16 11:15,Portsmouth,VA,Oval,Oval,3862
71293,3/18/16 11:15,Portsmouth,VA,Oval,Oval,3862
71294,3/18/16 06:00,Canton,MI,Triangle,Triangle,8330
71295,3/18/16 00:32,Clinton,MI,Light,Light,18879
71296,3/18/16 00:00,Newport Beach,CA,Disk,Disk,4300
71297,3/18/16 00:00,Glide,OR,Light,Light,18879
71298,3/17/16 22:40,Castro Valley,CA,Triangle,Triangle,8330
71299,3/17/16 22:00,Stamford,CT,Light,Light,18879
71300,3/17/16 21:25,Chula Vista,CA,Fireball,Fireball,7536
71301,3/17/16 20:55,San Ysidro (Baja??),CA,Oval,Oval,3862
71302,3/17/16 20:34,Goshen,IN,Circle,Circle,9315
71303,3/17/16 20:20,West Linn,OR,Diamond,Diamond,1313
71304,3/17/16 20:10,Madison,WI,Disk,Disk,4300
71305,3/17/16 19:28,Zephyrhills,FL,Fireball,Fireball,7536
71306,3/17/16 06:05,Marshall,MO,Other,Other,5932
71307,3/17/16 05:30,Pine Grove,CA,Sphere,Sphere,5884
71308,3/17/16 05:00,Pueblo,CO,Triangle,Triangle,8330
71309,3/17/16 04:00,Lagrange,NY,Light,Light,18879
71310,3/17/16 01:45,Sterling,IL,Disk,Disk,4300
71311,3/17/16 01:30,Franklin Furnace,OH,Flash,Flash,1684
71312,3/16/16 23:28,Murray,KY,Disk,Disk,4300
71313,3/16/16 21:40,Santa Fe,NM,Triangle,Triangle,8330
71314,3/16/16 21:40,Turlock,CA,Light,Light,18879
71315,3/16/16 21:15,Kernersville,NC,Fireball,Fireball,7536
71316,3/16/16 21:00,Denver,CO,Formation,Formation,2864
71317,3/16/16 21:00,Ormond Beach,FL,Fireball,Fireball,7536
71318,3/16/16 20:30,Anniston,AL,Flash,Flash,1684
71319,3/16/16 20:00,Nogal,NM,Sphere,Sphere,5884
71320,3/16/16 15:30,Forrest City,AR,Sphere,Sphere,5884
71321,3/16/16 14:00,Mount Shasta,CA,Cigar,Cigar,1896
71322,3/16/16 00:00,Huron,OH,Disk,Disk,4300
71323,3/15/16 23:15,"Washington, D.C.",DC,Chevron,Chevron,1041
71324,3/15/16 22:15,Auburn,AL,Sphere,Sphere,5884
71325,3/15/16 21:00,Plymouth Meeting,PA,Triangle,Triangle,8330
71326,3/15/16 20:45,Canton,CT,Other,Other,5932
71327,3/15/16 20:04,Barstow,CA,Other,Other,5932
71328,3/15/16 20:00,Omak,WA,Oval,Oval,3862
71329,3/15/16 19:28,Fort Lauderdale,FL,Fireball,Fireball,7536
71330,3/15/16 16:30,Benicia,CA,Other,Other,5932
71331,3/15/16 02:40,Phoenix,AZ,Formation,Formation,2864
71332,3/15/16 02:30,Myrtle Beach,SC,Triangle,Triangle,8330
71333,3/15/16 02:00,Myrtle Beach,SC,Triangle,Triangle,8330
71334,3/15/16 00:05,South Pasadena,FL,Formation,Formation,2864
71335,3/15/16 00:00,Lookout Mountain,GA,Circle,Circle,9315
71336,3/14/16 22:50,Hesperia,CA,Light,Light,18879
71337,3/14/16 22:20,Irrigon,OR,Changing,Changing,2275
71338,3/14/16 20:55,Brooksville,FL,Other,Other,5932
71339,3/14/16 13:01,Orlando,FL,Cigar,Cigar,1896
71340,3/14/16 03:00,Farmington,NM,Other,Other,5932
71341,3/14/16 02:30,Portland,OR,Disk,Disk,4300
71342,3/14/16 00:15,Anchorage,AK,Light,Light,18879
71343,3/13/16 22:58,Huntington Beach,CA,Flash,Flash,1684
71344,3/13/16 22:30,Raleigh,NC,Circle,Circle,9315
71345,3/13/16 21:30,Ravena,NY,Light,Light,18879
71346,3/13/16 21:30,Pueblo,CO,Formation,Formation,2864
71347,3/13/16 21:00,Los Fresnos,TX,Light,Light,18879
71348,3/13/16 20:30,Mineral Springs,NC,Light,Light,18879
71349,3/13/16 05:40,"Washington, D.C. (above I-295 bridge)",DC,Flash,Flash,1684
71350,3/12/16 23:55,Ft. Pierce,FL,Circle,Circle,9315
71351,3/12/16 23:30,Deltona,FL,Triangle,Triangle,8330
71352,3/12/16 22:20,Rosman,NC,Light,Light,18879
71353,3/12/16 22:20,Scottsdale,AZ,Other,Other,5932
71354,3/12/16 21:00,Eden Prairie,MN,Circle,Circle,9315
71355,3/12/16 20:00,Bridgton,ME,Light,Light,18879
71356,3/12/16 19:56,Paris,TX,Light,Light,18879
71357,3/12/16 19:45,West Palm Beach,FL,Disk,Disk,4300
71358,3/12/16 18:45,Lake Charles,LA,Circle,Circle,9315
71359,3/12/16 18:00,Cumberland Center,ME,Disk,Disk,4300
71360,3/12/16 14:30,St. Paul,MN,Chevron,Chevron,1041
71361,3/12/16 05:47,Grand Rapids,MI,Light,Light,18879
71362,3/12/16 03:00,Kotzebue,AK,Light,Light,18879
71363,3/12/16 01:12,Greeley,CO,Circle,Circle,9315
71364,3/12/16 00:30,Burlington,CT,Disk,Disk,4300
71365,3/11/16 23:59,McHenrry,IL,Triangle,Triangle,8330
71366,3/11/16 23:30,Elkridge,MD,Sphere,Sphere,5884
71367,3/11/16 22:25,Lincoln,NE,Light,Light,18879
71368,3/11/16 22:00,Charlotte,NC,Circle,Circle,9315
71369,3/11/16 22:00,Kokomo,IN,Triangle,Triangle,8330
71370,3/11/16 21:40,Ashland,NE,Light,Light,18879
71371,3/11/16 21:30,Reston,VA,Light,Light,18879
71372,3/11/16 21:00,Venice,FL,Disk,Disk,4300
71373,3/11/16 20:45,Springfield,VA,Circle,Circle,9315
71374,3/11/16 20:30,Northampton,PA,Light,Light,18879
71375,3/11/16 20:30,Stafford,VA,Circle,Circle,9315
71376,3/11/16 20:30,Stafford,VA,Circle,Circle,9315
71377,3/11/16 19:30,Superior,AZ,Rectangle,Rectangle,1436
71378,3/11/16 18:45,Manchester,NH,Disk,Disk,4300
71379,3/11/16 08:00,Irmo,SC,Fireball,Fireball,7536
71380,3/11/16 07:00,Dillingham,AK,Triangle,Triangle,8330
71381,3/11/16 04:38,Stirling,NJ,Flash,Flash,1684
71382,3/11/16 03:10,Pittsburgh,PA,Circle,Circle,9315
71383,3/11/16 02:48,West Farmington,NM,Formation,Formation,2864
71384,3/11/16 00:35,East Greenwich,RI,Disk,Disk,4300
71385,3/10/16 21:03,Ponte Vedra,FL,Circle,Circle,9315
71386,3/10/16 21:00,Oshkosh,WI,Other,Other,5932
71387,3/10/16 19:05,Port Saint Lucie,FL,Cylinder,Cylinder,1370
71388,3/10/16 19:00,Lake Havasu City,AZ,Light,Light,18879
71389,3/10/16 19:00,Bayonne,NJ,Diamond,Diamond,1313
71390,3/9/16 23:30,Morrison,CO,Diamond,Diamond,1313
71391,3/9/16 19:00,Jacksonville Beach,FL,Cylinder,Cylinder,1370
71392,3/9/16 18:00,East Longmeadow,MA,Triangle,Triangle,8330
71393,3/9/16 14:30,Denton,MD,Oval,Oval,3862
71394,3/9/16 06:00,Silver Spring,MD,Triangle,Triangle,8330
71395,3/9/16 04:15,Biscoe,NC,Light,Light,18879
71396,3/9/16 04:00,Grand Forks,ND,Light,Light,18879
71397,3/9/16 02:00,Graham,NC,Light,Light,18879
71398,3/8/16 22:46,Steamboat Springs,CO,Light,Light,18879
71399,3/8/16 22:00,Castaic,CA,Formation,Formation,2864
71400,3/8/16 20:39,Van Buren,AR,Triangle,Triangle,8330
71401,3/8/16 20:20,Glenview,IL,Fireball,Fireball,7536
71402,3/8/16 19:20,Bel Air,MD,Triangle,Triangle,8330
71403,3/8/16 16:35,Farmingdale,NY,Other,Other,5932
71404,3/8/16 11:45,New York City (Brooklyn),NY,Changing,Changing,2275
71405,3/8/16 03:00,Chatsworth,GA,Circle,Circle,9315
71406,3/7/16 23:59,Wilmington,MA,Flash,Flash,1684
71407,3/7/16 23:00,Ogden,UT,Sphere,Sphere,5884
71408,3/7/16 21:00,Ocklawaha,FL,Disk,Disk,4300
71409,3/7/16 20:30,Lamberton,MN,Triangle,Triangle,8330
71410,3/7/16 20:00,Burke,VA,Triangle,Triangle,8330
71411,3/7/16 19:05,Jefferson City,MO,Sphere,Sphere,5884
71412,3/7/16 15:00,Nags Head,NC,Disk,Disk,4300
71413,3/7/16 09:24,Boulder,CO,Light,Light,18879
71414,3/7/16 01:52,Kill Devil Hills,NC,Light,Light,18879
71415,3/7/16 01:00,Greenbelt,MD,Light,Light,18879
71416,3/6/16 23:00,St. George,UT,Triangle,Triangle,8330
71417,3/6/16 22:57,Pelham,AL,Sphere,Sphere,5884
71418,3/6/16 21:30,Hurricane,WV,Fireball,Fireball,7536
71419,3/6/16 20:28,Riverside,CA,Fireball,Fireball,7536
71420,3/6/16 20:19,Hurdle Mills,NC,Diamond,Diamond,1313
71421,3/6/16 20:00,Orange,MA,Changing,Changing,2275
71422,3/6/16 20:00,Columbus,OH,Light,Light,18879
71423,3/6/16 20:00,Hayesville,NC,Fireball,Fireball,7536
71424,3/6/16 19:35,Conway,AR,Light,Light,18879
71425,3/6/16 19:00,Lamberton,MN,Triangle,Triangle,8330
71426,3/6/16 18:50,Merritt Island,FL,Light,Light,18879
71427,3/6/16 18:30,Concord,NH,Changing,Changing,2275
71428,3/6/16 17:00,North Providence,RI,Disk,Disk,4300
71429,3/6/16 10:30,College Point (Queens),NY,Other,Other,5932
71430,3/5/16 23:00,Cedar Rapids,IA,Flash,Flash,1684
71431,3/5/16 22:15,Dallas,TX,Light,Light,18879
71432,3/5/16 22:15,Dallas,TX,Light,Light,18879
71433,3/5/16 21:45,Middleburg,FL,Light,Light,18879
71434,3/5/16 21:00,Shelbyville,TN,Light,Light,18879
71435,3/5/16 21:00,Bear,DE,Formation,Formation,2864
71436,3/5/16 21:00,Kailua,HI,Light,Light,18879
71437,3/5/16 19:45,Escondido,CA,Light,Light,18879
71438,3/5/16 17:45,"Gage (I-10, Exit 67)",NM,Chevron,Chevron,1041
71439,3/5/16 17:45,Pasco County,FL,Oval,Oval,3862
71440,3/4/16 19:40,Seminole,FL,Light,Light,18879
71441,3/4/16 19:14,Watertown,NY,Light,Light,18879
71442,3/4/16 19:00,Merritt Island,FL,Sphere,Sphere,5884
71443,3/4/16 18:25,Thetford,VT,Light,Light,18879
71444,3/4/16 18:23,Hanover,NH,Circle,Circle,9315
71445,3/4/16 18:15,Fairlee,VT,Oval,Oval,3862
71446,3/4/16 16:00,Novi,MI,Changing,Changing,2275
71447,3/4/16 09:00,Ocklawaha,FL,Flash,Flash,1684
71448,3/4/16 05:58,Kalaheo,HI,Rectangle,Rectangle,1436
71449,3/3/16 23:45,Huntington Beach,CA,Circle,Circle,9315
71450,3/3/16 22:00,Columbus,OH,Triangle,Triangle,8330
71451,3/3/16 20:30,Everglades,FL,Circle,Circle,9315
71452,3/3/16 20:30,West Topsham,VT,Changing,Changing,2275
71453,3/3/16 20:30,West Topsham,VT,Changing,Changing,2275
